Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
MET Receptor Recycling,1/10,0.0049898178893478,0.0139556586355103,0,0,246.679012345679,1307.4865498601448,HGF
SARS-CoV-2-host Interactions,2/218,0.0050240371087837,0.0139556586355103,0,0,22.886574074074076,121.15057108803263,STAT2;JAK1
Constitutive Signaling by Overexpressed ERBB2,1/11,0.0054875676690229,0.0147949128331501,0,0,222.0,1155.5699775561973,ERBB2
MET Activates RAP1 and RAC1,1/11,0.0054875676690229,0.0147949128331501,0,0,222.0,1155.5699775561973,HGF
MET Activates RAS Signaling,1/11,0.0054875676690229,0.0147949128331501,0,0,222.0,1155.5699775561973,HGF
Chromatin Modifying Enzymes,2/238,0.0059585913720441,0.015100006568203,0,0,20.92584745762712,107.20146699970569,HDAC1;JAK2
Chromatin Organization,2/238,0.0059585913720441,0.015100006568203,0,0,20.92584745762712,107.20146699970569,HDAC1;JAK2
Gene Expression (Transcription),4/1615,0.0059839416645035,0.015100006568203,0,0,7.605627974343058,38.93074375671621,HDAC1;ERBB2;MDM2;PML
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K),1/12,0.0059850935124877,0.015100006568203,0,0,201.8080808080808,1032.9512945731403,JAK2
Signaling by PDGFRA Extracellular Domain Mutants,1/12,0.0059850935124877,0.015100006568203,0,0,201.8080808080808,1032.9512945731403,STAT3
"Signaling by PDGFRA Transmembrane, Juxtamembrane and Kinase Domain Mutants",1/12,0.0059850935124877,0.015100006568203,0,0,201.8080808080808,1032.9512945731403,STAT3
Interleukin-2 Signaling,1/12,0.0059850935124877,0.015100006568203,0,0,201.8080808080808,1032.9512945731403,JAK1
"POU5F1 (OCT4), SOX2, NANOG Activate Genes Related to Proliferation",1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,STAT3
Pervasive Developmental Disorders,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,HDAC1
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,ERBB2
Loss of Function of MECP2 in Rett Syndrome,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,HDAC1
Disorders of Developmental Biology,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,HDAC1
Disorders of Nervous System Development,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,HDAC1
Downregulation of ERBB2 ERBB3 Signaling,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,ERBB2
ERBB2 Activates PTK6 Signaling,1/13,0.006482395492037,0.0152363996607708,0,0,184.9814814814815,932.059746399125,ERBB2
Repression of WNT Target Genes,1/14,0.0069794736802133,0.0159946271838222,0,0,170.74358974358975,847.7046615380154,HDAC1
AKT Phosphorylates Targets in the Cytosol,1/14,0.0069794736802133,0.0159946271838222,0,0,170.74358974358975,847.7046615380154,MDM2
Erythropoietin Activates RAS,1/14,0.0069794736802133,0.0159946271838222,0,0,170.74358974358975,847.7046615380154,JAK2
Prolactin Receptor Signaling,1/15,0.0074763281564485,0.016852379041175,0,0,158.53968253968253,776.212425317664,JAK2
ERBB2 Regulates Cell Motility,1/15,0.0074763281564485,0.016852379041175,0,0,158.53968253968253,776.212425317664,ERBB2
Signaling by Nuclear Receptors,2/270,0.0076071972791003,0.0170079613963624,0,0,18.39738805970149,89.75460986732321,HDAC1;IGF1R
Signaling by ERBB2 ECD Mutants,1/16,0.0079729589968486,0.0172642812923887,0,0,147.96296296296296,714.9125872208035,ERBB2
GRB2 Events in ERBB2 Signaling,1/16,0.0079729589968486,0.0172642812923887,0,0,147.96296296296296,714.9125872208035,ERBB2
PI3K Events in ERBB2 Signaling,1/16,0.0079729589968486,0.0172642812923887,0,0,147.96296296296296,714.9125872208035,ERBB2
Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1,1/16,0.0079729589968486,0.0172642812923887,0,0,147.96296296296296,714.9125872208035,HDAC1
Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation,1/17,0.0084693662805775,0.0181959041184284,0,0,138.70833333333334,661.8190142974174,HDAC1
Signaling by Cytosolic FGFR1 Fusion Mutants,1/18,0.0089655500933473,0.0189655867359271,0,0,130.54248366013073,615.425022203049,STAT3
MECP2 Regulates Neuronal Receptors and Channels,1/18,0.0089655500933473,0.0189655867359271,0,0,130.54248366013073,615.425022203049,HDAC1
Transcription of E2F Targets Under Negative Control by DREAM Complex,1/19,0.0094615105123957,0.0195632736158558,0,0,123.28395061728396,574.5677163606151,HDAC1
Regulation of MITF-M-dependent Genes Involved in Apoptosis,1/19,0.0094615105123957,0.0195632736158558,0,0,123.28395061728396,574.5677163606151,HDAC1
Regulation of TP53 Activity Through Methylation,1/19,0.0094615105123957,0.0195632736158558,0,0,123.28395061728396,574.5677163606151,MDM2
SUMOylation of Transcription Factors,1/20,0.0099572476243861,0.0201341404169573,0,0,116.78947368421052,538.3357753631753,MDM2
Sema4D Induced Cell Migration and Growth-Cone Collapse,1/20,0.0099572476243861,0.0201341404169573,0,0,116.78947368421052,538.3357753631753,ERBB2
Signaling by PDGFR in Disease,1/20,0.0099572476243861,0.0201341404169573,0,0,116.78947368421052,538.3357753631753,STAT3
SARS-CoV-2 Infection,2/313,0.0101116506853523,0.0202971090399407,0,0,15.819131832797428,72.67415131194163,STAT2;JAK1
Negative Regulation of MET Activity,1/21,0.0104527615118676,0.0206799238544144,0,0,110.94444444444444,506.0053047065427,HGF
Interleukin-37 Signaling,1/21,0.0104527615118676,0.0206799238544144,0,0,110.94444444444444,506.0053047065427,STAT3
NPAS4 Regulates Expression of Target Genes,1/22,0.0109480522580432,0.0212022138800134,0,0,105.65608465608466,476.9942956890701,MDM2
SHC1 Events in ERBB2 Signaling,1/22,0.0109480522580432,0.0212022138800134,0,0,105.65608465608466,476.9942956890701,ERBB2
Signaling by ERBB2 TMD JMD Mutants,1/22,0.0109480522580432,0.0212022138800134,0,0,105.65608465608466,476.9942956890701,ERBB2
Sema4D in Semaphorin Signaling,1/24,0.0119379646683197,0.022798196415194,0,0,96.45893719806764,427.1232267263204,ERBB2
Other Interleukin Signaling,1/24,0.0119379646683197,0.022798196415194,0,0,96.45893719806764,427.1232267263204,JAK1
Signaling by ERBB2 KD Mutants,1/25,0.0124325865055395,0.0234175430755026,0,0,92.4351851851852,405.55330287566494,ERBB2
Signaling by Erythropoietin,1/25,0.0124325865055395,0.0234175430755026,0,0,92.4351851851852,405.55330287566494,JAK2
Signaling by ERBB2 in Cancer,1/26,0.0129269855424658,0.0240197366498521,0,0,88.73333333333333,385.85142072369416,ERBB2
Constitutive Signaling by AKT1 E17K in Cancer,1/26,0.0129269855424658,0.0240197366498521,0,0,88.73333333333333,385.85142072369416,MDM2
G0 and Early G1,1/27,0.0134211618656948,0.0246054634204405,0,0,85.31623931623932,367.7917019980768,HDAC1
Regulation of RUNX1 Expression and Activity,1/27,0.0134211618656948,0.0246054634204405,0,0,85.31623931623932,367.7917019980768,PML
Notch-HLH Transcription Pathway,1/28,0.0139151155631478,0.025342097879905,0,0,82.1522633744856,351.18281785053944,HDAC1
Metabolism of Proteins,4/2067,0.014324689241518,0.0255640828923406,0,0,5.793181450961384,24.59652012251666,HDAC1;STAT3;MDM2;PML
G1 S-Specific Transcription,1/29,0.0144088467211374,0.0255640828923406,0,0,79.21428571428571,335.8616722924233,HDAC1
Downregulation of ERBB2 Signaling,1/29,0.0144088467211374,0.0255640828923406,0,0,79.21428571428571,335.8616722924233,ERBB2
Downstream Signal Transduction,1/29,0.0144088467211374,0.0255640828923406,0,0,79.21428571428571,335.8616722924233,STAT3
MET Activates PTK2 Signaling,1/30,0.0149023554252653,0.0258158627148373,0,0,76.47892720306514,321.6884165593148,HGF
FGFR1 Mutant Receptor Activation,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,STAT3
"FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes",1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,HDAC1
Signaling by CSF1 (M-CSF) in Myeloid Cells,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,STAT3
"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,MDM2
Trafficking of AMPA Receptors,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,MDM2
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,HDAC1
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,HDAC1
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity,1/31,0.0153956417644848,0.0258158627148373,0,0,73.92592592592592,308.5424792813036,HDAC1
Respiratory Syncytial Virus (RSV) Attachment and Entry,1/32,0.0158887058240637,0.0261640365366319,0,0,71.53763440860214,296.3193797028303,IGF1R
Transcriptional Regulation of Pluripotent Stem Cells,1/32,0.0158887058240637,0.0261640365366319,0,0,71.53763440860214,296.3193797028303,STAT3
Regulation of MECP2 Expression and Activity,1/32,0.0158887058240637,0.0261640365366319,0,0,71.53763440860214,296.3193797028303,HDAC1
RAF Activation,1/34,0.0168741674533513,0.0276214050575692,0,0,67.1952861952862,274.2892350890436,JAK2
