Feature,Fisher Score,Normalized Fisher Score
CKAP5,0.024715476984818633,0.07722372335660276
ERVW-1,0.016228045862218092,0.0022924078488555564
MED12L,0.01751434992482399,0.013648547788225981
MEGF10,0.027890258056765864,0.10525228921284177
PDXDC1,0.03497716131642568,0.1678190395583508
ENTPD4,0.016301906557369638,0.0029444872556957102
DBF4B,0.01790920847157577,0.01713455785654954
LARP4,0.04860336157232603,0.28811799642738434
SNX25,0.02169279603088783,0.050537973927056896
IL31RA,0.019622153017773813,0.032257294805384196
GTF3C3,0.02716941261983784,0.09888830273842503
CHD6,0.028682138000967253,0.11224340408447926
SLC2A4RG,0.023245097754857332,0.06424247515502557
TMCC2,0.03313069134005921,0.15151747287979783
SEPT6,0.0307232628304303,0.1302634818180032
CADM2,0.03075516947623788,0.13054516975269945
POFUT2,0.01764833761218483,0.014831458557192825
ZCCHC7,0.04920842829751846,0.29345983013816457
GATA1,0.016432443986449493,0.004096937407297742
SCRN3,0.03936728330672253,0.20657724698538682
TREML1,0.020690735032887327,0.04169127488295583
GSX1,0.019681260934661333,0.032779129257449524
RTN4IP1,0.0345133515549842,0.16372429344870632
KLRC4-KLRK1///KLRK1,0.06904134461479282,0.4685548015778964
KCNIP3,0.019701021904613678,0.03295358905015351
CLRN1,0.02121264787451098,0.04629898424027951
OFCC1,0.01854513062868849,0.02274879885652602
AGTRAP,0.028192988143394018,0.10792494284703957
ERVH-6,0.07122094682526507,0.48779742735654763
ERVH-6.1,0.02056220768710593,0.04055657075882171
CCL5,0.019031130987966192,0.02703945473718994
TRIB3,0.020703101003059006,0.041800447894095344
ZNF385B,0.023044227254544192,0.06246908923674889
C11orf57,0.060783844477602024,0.3956534325832781
SAMD14,0.05547307257283136,0.34876726414929843
ESYT2,0.017561498982810668,0.014064803412437791
ESYT2.1,0.02811618904385294,0.10724692172671497
ADAM15,0.02286600733659461,0.06089567406450851
TSGA10,0.03776590886666189,0.19243950711086746
VIM,0.03380458363152728,0.15746693334443382
PRKCA-AS1,0.017310560703249815,0.011849393929034021
HINT1,0.028740715190241795,0.11276055300594737
B3GNT7,0.04318056330641522,0.24024280287019334
B3GNT7.1,0.028906826878700914,0.11422707063155858
MYL12A,0.022066336969962918,0.053835781421053906
ASB16-AS1,0.018416376576587946,0.0216120932548562
NMNAT2,0.016655537510630695,0.006066519369929909
DNAJC7,0.01828548518118202,0.02045651811029992
ZNF451,0.027120400899259562,0.09845560259097413
RPP30,0.02242799106748081,0.057028645892569
KDM6B,0.017630665313023132,0.014675438601907839
MYLK4,0.018934116256040495,0.026182959835279438
ITFG1,0.07513514634296926,0.5223539515609524
SNAI3-AS1,0.019857378782701666,0.03433398629810521
IGSF3,0.024528316968170732,0.07557138049157082
EMC1,0.01610853626620946,0.0012373169602967605
CLEC2B,0.01947640143109191,0.03097052640989939
LOC100506271,0.024995146834256715,0.07969278960568806
TRIM44,0.019847294753603667,0.03424495941175801
PCDH10,0.017549728774098206,0.013960890083435684
LOC400622,0.023634131888185063,0.06767706436895622
KDM4C,0.0444821929274755,0.2517342445562631
FAM69A,0.021519512791156166,0.049008142235820784
NAP1L4,0.03267134068900481,0.14746209404188393
SLC8A1,0.017136134748988882,0.010309473778558476
ELK4,0.02005591814525285,0.036086791758454154
CASC2,0.01770913896032225,0.01536824347300202
GTF3C2-AS1,0.03558632808054607,0.17319707047722238
LOC652993,0.02368132422477803,0.06809370207849581
POLR3B,0.017480242653734775,0.013347431625493435
DSG2-AS1,0.027298206985695156,0.10002536425023824
NT5DC2,0.020600163354217688,0.040891662499370256
LEPR,0.016355985653514777,0.0034219247461555577
PAPOLG,0.02774614341950179,0.10397997263104779
