Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
AC1L1KON CTD 00000061,1/27,0.0134211618656948,0.0290791840423388,0,0,85.31623931623932,367.7917019980768,JAK2
alpha-D-Mannose TTD 00001913,1/27,0.0134211618656948,0.0290791840423388,0,0,85.31623931623932,367.7917019980768,IGF1R
Pazopanib hydrochloride,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,IGF1R
KIN001-127 LINCS,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,IGF1R
Digoxigenin CTD 00005824,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,MDM2
Aurin CTD 00000867,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,MDM2
thiotepa CTD 00006869,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,ERBB2
Benzamide CTD 00001769,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,HDAC1
terfenadine BOSS,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,MDM2
methotrexate TTD 00009239,1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,MDM2
"1,9-Pyrazoloanthrone TTD 00000196",1/28,0.0139151155631478,0.0296204799121977,0,0,82.1522633744856,351.18281785053944,MDM2
triamterene,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,JAK2
5-azacytidine,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,MDM2
Triclocarban CTD 00000497,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,MDM2
Kinome 635 Roche,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,JAK2
NG-25 MRC,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,IGF1R
THYMOLPHTHALEIN CTD 00006891,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,MDM2
"2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol CTD 00001063",1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,JAK2
mefloquine HL60 UP,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,HGF
CGP 60474 TTD 00002787,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,MDM2
OLEANOLIC ACID BOSS,1/29,0.0144088467211374,0.0300850107447076,0,0,79.21428571428571,335.8616722924233,STAT3
PP242 MRC,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,JAK2
Digitoxigenin CTD 00005821,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
mepacrine MCF7 UP,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
OLEANOLIC ACID CTD 00006433,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,HDAC1
Aripiprazole BOSS,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
etoposide BOSS,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
cantharidin TTD 00002666,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
prochlorperazine TTD 00010335,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
Tegaserod maleate TTD 00011362,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,MDM2
(-)-Epigallocatechin gallate TTD 00000021,1/30,0.0149023554252653,0.0305316550176168,0,0,76.47892720306514,321.6884165593148,ERBB2
Plumbagin CTD 00000768,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,ERBB2
methotrexate,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,MDM2
AG1478 LINCS,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,ERBB2
CI-1033 Kinome Scan,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,ERBB2
floxuridine CTD 00005984,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,JAK2
L 741211 CTD 00003280,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,HGF
HMN-176 CTD 00004250,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,HGF
TIRON CTD 00006898,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,JAK2
"2,2',3,4,4',5'-HEXACHLOROBIPHENYL CTD 00001404",1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,MDM2
"Indeno[1,2,3-cd]pyrene CTD 00001895",1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,ERBB2
amlodipine CTD 00007164,1/31,0.0153956417644848,0.0309044867772379,0,0,73.92592592592592,308.5424792813036,JAK2
clofazimine,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,MDM2
Chlorpromazine hydrochloride,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,MDM2
Neratinib LINCS,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,ERBB2
oxyphenbutazone CTD 00006457,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,MDM2
prochlorperazine BOSS,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,MDM2
chloroquine CTD 00005645,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,ERBB2
Nilotinib BOSS,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,STAT3
AC1NUPCX TTD 00001530,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,MDM2
Fulvestrant BOSS,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,ERBB2
METHOXYACETIC ACID CTD 00000714,1/32,0.0158887058240637,0.0313185320575408,0,0,71.53763440860214,296.3193797028303,HDAC1
VALPROIC ACID CTD 00006977,8/8312,0.0159722460595488,0.0314264733279772,0,0,5.629094412331407,23.28701578409079,HDAC1;STAT2;HGF;ERBB2;STAT3;MDM2;IGF1R;JAK1
Dronabinol CTD 00006853,2/402,0.0162994403717612,0.0318870767883286,0,0,12.24375,50.402921280395134,STAT3;IGF1R
sertraline,1/33,0.0163815476907073,0.0318870767883286,0,0,69.29861111111111,284.9281499305533,MDM2
digitoxin,1/33,0.0163815476907073,0.0318870767883286,0,0,69.29861111111111,284.9281499305533,STAT3
Triton X-100 BOSS,1/33,0.0163815476907073,0.0318870767883286,0,0,69.29861111111111,284.9281499305533,ERBB2
6-Deoxy-D-galactose BOSS,1/33,0.0163815476907073,0.0318870767883286,0,0,69.29861111111111,284.9281499305533,ERBB2
Pulmicort Nebuamp BOSS,1/33,0.0163815476907073,0.0318870767883286,0,0,69.29861111111111,284.9281499305533,STAT3
MG-262 MCF7 DOWN,2/407,0.0166856379503802,0.0324212039889949,0,0,12.089506172839506,49.4848504777169,ERBB2;JAK2
etoposide MCF7 UP,1/34,0.0168741674533513,0.0325558142386214,0,0,67.1952861952862,274.2892350890436,MDM2
SU9516 TTD 00011110,1/34,0.0168741674533513,0.0325558142386214,0,0,67.1952861952862,274.2892350890436,MDM2
diethylstilbestrol BOSS,1/34,0.0168741674533513,0.0325558142386214,0,0,67.1952861952862,274.2892350890436,MDM2
FENRETINIDE BOSS,1/34,0.0168741674533513,0.0325558142386214,0,0,67.1952861952862,274.2892350890436,MDM2
Vincristine sulfate,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
Methylbenzethonium chloride CTD 00000197,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
cantharidin CTD 00005569,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
Entinostat CTD 00003662,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,HDAC1
amsacrine CTD 00005396,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
Prazosin hydrochloride BOSS,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
clofazimine CTD 00005683,1/35,0.0173665651965465,0.0330964907410624,0,0,65.2156862745098,264.33277144453854,MDM2
RALOXIFENE HYDROCHLORIDE,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,MDM2
R-406 MRC,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,JAK2
Quercetagetin MRC,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,JAK2
SYK Inhibitor I MRC,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,JAK2
WZ3105 LINCS,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,JAK2
Linalool CTD 00000957,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,MDM2
trolox CTD 00000557,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,HGF
phenylarsine oxide CTD 00001378,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,STAT3
nisoldipine CTD 00007085,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,MDM2
Merphalan BOSS,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,STAT3
triclosan BOSS,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,MDM2
AZOXYMETHANE BOSS,1/36,0.0178587410119325,0.0333363165556073,0,0,63.34920634920635,254.99716559529236,STAT3
diclofenac CTD 00005804,2/427,0.0182700695452258,0.0339068678877209,0,0,11.508823529411766,46.06396377180696,STAT3;IGF1R
celecoxib,1/37,0.0183506949831896,0.0339068678877209,0,0,61.58641975308642,246.2279153977221,STAT3
Epirubicin hydrochloride,1/37,0.0183506949831896,0.0339068678877209,0,0,61.58641975308642,246.2279153977221,MDM2
Selenium methyl cysteine CTD 00000103,1/37,0.0183506949831896,0.0339068678877209,0,0,61.58641975308642,246.2279153977221,IGF1R
Romidepsin CTD 00003096,1/37,0.0183506949831896,0.0339068678877209,0,0,61.58641975308642,246.2279153977221,ERBB2
HELENALIN TTD 00008402,1/37,0.0183506949831896,0.0339068678877209,0,0,61.58641975308642,246.2279153977221,MDM2
sanguinarine HL60 DOWN,2/431,0.0185945002221675,0.0341628802957572,0,0,11.39918414918415,45.42448841493476,HGF;IGF1R
primaquine PC3 UP,2/434,0.0188394600219386,0.0341628802957572,0,0,11.318287037037036,44.95399137222694,MDM2;PML
Afatinib,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,ERBB2
GSK2606414 MRC,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,JAK2
Ephedrone CTD 00002112,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,IGF1R
nevirapine CTD 00007321,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,HGF
cantharidin BOSS,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,MDM2
Asterric acid TTD 00002177,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,MDM2
Redoxal TTD 00010526,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,MDM2
spiperone BOSS,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,MDM2
TTNPB CTD 00001809,1/38,0.0188424272009397,0.0341628802957572,0,0,59.91891891891892,237.97662594437213,MDM2
emetine HL60 DOWN,2/435,0.0189214242988129,0.0341628802957572,0,0,11.291570438799075,44.79885900026752,HGF;IGF1R
colchicine,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
Tamoxifen citrate,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
Barasertib LINCS,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,ERBB2
GSK-1838705A Kinome Scan,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,IGF1R
C2-ceramide CTD 00002618,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
chlorambucil CTD 00005626,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
luteolin MCF7 UP,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
spiperone CTD 00006773,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
"1,2-NAPHTHOQUINONE CTD 00001871",1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,STAT3
"1,6,7,8,9,11a,12,13,14,14a-Decahydro-1,13-dihydroxy-6-methyl-4H-cyclopent [f]oxacyclotridecin-4-one CTD 00007351",1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
Fluspirilene TTD 00008080,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
4-Hydroxytamoxifen TTD 00000995,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
geldanamycin BOSS,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,ERBB2
DMBA BOSS,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
Fasudil hydrochloride BOSS,1/39,0.0193339377497966,0.0341628802957572,0,0,58.33918128654971,230.20018425524987,MDM2
spironolactone CTD 00006774,1/40,0.019825226718581,0.0348057034995024,0,0,56.84045584045584,222.8600635525676,MDM2
THIOACETAMIDE CTD 00006870,1/40,0.019825226718581,0.0348057034995024,0,0,56.84045584045584,222.8600635525676,HGF
pimozide TTD 00010235,1/40,0.019825226718581,0.0348057034995024,0,0,56.84045584045584,222.8600635525676,MDM2
spiperone TTD 00011044,1/40,0.019825226718581,0.0348057034995024,0,0,56.84045584045584,222.8600635525676,MDM2
genistein CTD 00007324,3/1231,0.0201348940127507,0.0349927338535694,0,0,6.547929269427641,25.57163438676495,HGF;STAT3;IGF1R
nisoldipine,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
RUTIN CTD 00006712,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,IGF1R
benzethonium chloride CTD 00005485,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
furazolidone HL60 UP,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
chlorhexidine CTD 00005633,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
uric acid CTD 00006967,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,IGF1R
FLUORANTHENE CTD 00000365,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
Equol CTD 00007470,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,IGF1R
asparagine BOSS,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,ERBB2
"1-chloro-2,4-dinitrobenzene BOSS",1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
TOPOTECAN HYDROCHLORIDE TTD 00011493,1/41,0.0203162941970357,0.0349927338535694,0,0,55.41666666666666,215.92173416578157,MDM2
scopolamine PC3 UP,2/454,0.0205080842845411,0.0352269723608743,0,0,10.80641592920354,42.0038483514389,MDM2;PML
pregnenolone PC3 UP,2/456,0.0206783220112772,0.0352269723608743,0,0,10.75770925110132,41.72559739898252,ERBB2;MDM2
Sorafenib tosylate,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,MDM2
chlordecone CTD 00006186,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,MDM2
BX-517 Analog (compound 7b) MRC,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,IGF1R
BIO (6-Bromoindirubin-3'-oxime) MRC,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,IGF1R
124020-07-1 CTD 00007038,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,STAT3
ACRYLAMIDE CTD 00007343,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,ERBB2
Aziridine BOSS,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,STAT3
kynurenine BOSS,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,STAT3
clioquinol TTD 00007229,1/42,0.0208071402680988,0.0352269723608743,0,0,54.06233062330623,209.35416251688036,MDM2
FLUPHENAZINE,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,ERBB2
Andrographolide CTD 00001445,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,STAT3
isotretinoin HL60 DOWN,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,HGF
pimozide CTD 00006561,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,MDM2
"1,3,5[10]-Estratriene-3,4,17 beta-triol CTD 00000733",1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,IGF1R
clioquinol BOSS,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,MDM2
Thioridazine hydrochloride BOSS,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,MDM2
GNF-Pf-4325 BOSS,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,MDM2
Cetrorelix CTD 00002564,1/43,0.0212977650246516,0.0355614058209779,0,0,52.77248677248677,203.12938317607103,STAT3
TOPOTECAN HYDROCHLORIDE,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,MDM2
nelfinavir CTD 00007329,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,MDM2
Rhein CTD 00001002,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,ERBB2
idarubicin hydrochloride,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,MDM2
ZM-447439 LINCS,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,ERBB2
mycophenolic acid MCF7 UP,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,MDM2
Acetovanillone CTD 00002374,1/44,0.0217881685512207,0.035994977394755,0,0,51.542635658914726,197.22213203300183,JAK2
Vinblastine sulfate,1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,MDM2
HG-5-88-01 LINCS,1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,IGF1R
berberine CTD 00005500,1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,IGF1R
"2,2',3,4,4',5,5'-HEPTACHLOROBIPHENYL CTD 00003812",1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,MDM2
okadaic acid BOSS,1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,IGF1R
SB 202190 TTD 00010831,1/45,0.0222783509374741,0.0364737019845904,0,0,50.36868686868687,191.60953052295557,MDM2
amiodarone,1/46,0.0227683122669265,0.037108950739528,0,0,49.24691358024691,186.27081295676348,ERBB2
2-[6-fluoro-2-methyl-3-[(4-methylsulfonylphenyl)methylidene]inden-1-yl]acetic acid CTD 00001194,1/46,0.0227683122669265,0.037108950739528,0,0,49.24691358024691,186.27081295676348,ERBB2
nifedipine TTD 00009669,1/46,0.0227683122669265,0.037108950739528,0,0,49.24691358024691,186.27081295676348,MDM2
Phorbol 12-myristate 13-acetate CTD 00006852,2/483,0.0230356964857616,0.0374330067893627,0,0,10.13981288981289,38.2342963467406,HGF;ERBB2
digitoxigenin PC3 UP,2/483,0.0230356964857616,0.0374330067893627,0,0,10.13981288981289,38.2342963467406,MDM2;PML
pimozide,1/47,0.0232580526351399,0.0375707004106106,0,0,48.17391304347826,181.18709015535836,MDM2
Cardidigin CTD 00005822,1/47,0.0232580526351399,0.0375707004106106,0,0,48.17391304347826,181.18709015535836,STAT3
AMILORIDE CTD 00005369,1/47,0.0232580526351399,0.0375707004106106,0,0,48.17391304347826,181.18709015535836,ERBB2
alpha-Neu5Ac BOSS,1/47,0.0232580526351399,0.0375707004106106,0,0,48.17391304347826,181.18709015535836,ERBB2
Zebularine CTD 00000459,1/48,0.0237475721230066,0.0381358069975341,0,0,47.14657210401892,176.3411440394006,PML
carboplatin CTD 00007106,1/48,0.0237475721230066,0.0381358069975341,0,0,47.14657210401892,176.3411440394006,ERBB2
nocodazole BOSS,1/48,0.0237475721230066,0.0381358069975341,0,0,47.14657210401892,176.3411440394006,MDM2
bithionol TTD 00002475,1/48,0.0237475721230066,0.0381358069975341,0,0,47.14657210401892,176.3411440394006,MDM2
"Staurosporine, N-benzoyl- RBC",1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,JAK2
Go 6976 RBC,1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,JAK2
etoposide HL60 DOWN,1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,HGF
bithionol CTD 00005516,1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,MDM2
Lenalidomide BOSS,1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,JAK2
mycophenolic acid BOSS,1/49,0.0242368708211977,0.0385811413072126,0,0,46.16203703703704,171.71724838044534,MDM2
chlorpromazine,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,ERBB2
chlorhexidine,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,MDM2
Leptomycin B CTD 00001805,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,MDM2
(+)-chelidonine HL60 DOWN,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,HGF
STOCK1N-35696 MCF7 UP,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,MDM2
geldanamycin CTD 00000033,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,ERBB2
propranolol CTD 00006636,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,STAT3
mycophenolic acid CTD 00006358,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,MDM2
methoxychlor CTD 00006302,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,STAT3
CAPECITABINE BOSS,1/50,0.024725948817258,0.0387941610753531,0,0,45.21768707482993,167.3010120823387,ERBB2
glibenclamide HL60 DOWN,3/1333,0.0248768304946118,0.038974890817957,0,0,6.012889366272825,22.21052144397469,HGF;STAT3;JAK1
apigenin MCF7 UP,1/51,0.0252148061968427,0.0392230318617553,0,0,44.31111111111111,163.07924167915206,MDM2
budesonide CTD 00007317,1/51,0.0252148061968427,0.0392230318617553,0,0,44.31111111111111,163.07924167915206,STAT3
FLAVONE BOSS,1/51,0.0252148061968427,0.0392230318617553,0,0,44.31111111111111,163.07924167915206,STAT3
Zoledronic acid BOSS,1/51,0.0252148061968427,0.0392230318617553,0,0,44.31111111111111,163.07924167915206,ERBB2
"5H-quinolino[8,7-c][1,2]benzothiazine 6,6-dioxide TTD 00001179",1/51,0.0252148061968427,0.0392230318617553,0,0,44.31111111111111,163.07924167915206,MDM2
TERT-BUTYL HYDROPEROXIDE CTD 00007349,3/1341,0.025273090941668,0.0392577742650092,0,0,5.974375400384369,21.973842627495127,HDAC1;ERBB2;IGF1R
(-)-isoprenaline PC3 UP,1/52,0.0257034430516592,0.039812992641719,0,0,43.4400871459695,159.03982037824832,JAK2
Corilagin TTD 00007282,1/52,0.0257034430516592,0.039812992641719,0,0,43.4400871459695,159.03982037824832,JAK2
prochlorperazine,1/53,0.0261918594705427,0.0403976137596507,0,0,42.6025641025641,155.17160141847094,MDM2
HELENALIN CTD 00000035,1/53,0.0261918594705427,0.0403976137596507,0,0,42.6025641025641,155.17160141847094,MDM2
LY-294002 HL60 DOWN,1/53,0.0261918594705427,0.0403976137596507,0,0,42.6025641025641,155.17160141847094,HGF
RO-31-8220 MRC,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,IGF1R
GW-5074 LINCS,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,JAK1
HKI-272 Kinome Scan,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,ERBB2
dl-Thioctic acid CTD 00006215,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,STAT3
cadmium acetate CTD 00001325,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,MDM2
etacrynic acid MCF7 UP,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,MDM2
indole BOSS,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,STAT3
"1,10-phenanthroline BOSS",1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,MDM2
Picrotoxinum BOSS,1/54,0.0266800555326239,0.0406340594722808,0,0,41.79664570230608,151.46431378315344,STAT3
oxygen CTD 00006454,2/524,0.0268215603929929,0.0407926795949141,0,0,9.32375478927203,33.738465644619126,STAT3;MDM2
N-NITROSODIETHYLAMINE BOSS,1/55,0.0271680313352525,0.0412621560752375,0,0,41.02057613168724,147.90847858667095,STAT3
chenodeoxycholic acid CTD 00005623,1/56,0.0276557869621033,0.0418864346222147,0,0,40.27272727272727,144.49533489369065,HGF
terfenadine CTD 00007125,1/56,0.0276557869621033,0.0418864346222147,0,0,40.27272727272727,144.49533489369065,MDM2
miconazole,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,ERBB2
BX-795 MRC,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,JAK2
FERROUS SULFATE CTD 00001009,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,STAT3
105156-22-7 CTD 00005867,1/57,0.0281433225032358,0.0422730511327833,0,0,39.5515873015873,141.21677360109922,STAT3
