ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7913256,1,0.8035616,-0.2494104,-5.386,-0.01543122,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
8133275,1,0.8036849,-0.2492505,-5.386,-0.01405617,POM121C///POM121///PMS2P3,"POM121 transmembrane nucleoporin C///POM121 transmembrane nucleoporin///PMS1 homolog 2, mismatch repair system component pseudogene 3"
8027416,1,0.8036952,-0.2492372,-5.386,-0.01458897,URI1,"URI1, prefoldin like chaperone"
7897441,1,0.8037347,0.2491859,-5.386,0.02143312,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
7898211,1,0.8038818,0.2489952,-5.386,0.01234254,DDI2///RSC1A1,"DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1"
7929990,1,0.8040043,0.2488363,-5.386,0.01378707,PPRC1,"peroxisome proliferator-activated receptor gamma, coactivator-related 1"
8096463,1,0.8040316,-0.248801,-5.386,-0.02004594,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
8062492,1,0.8040356,0.2487958,-5.386,0.01145345,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit
8178289,1,0.8040501,-0.248777,-5.386,-0.02355722,OR12D3,olfactory receptor family 12 subfamily D member 3
8117128,1,0.804064,-0.248759,-5.386,-0.01607465,E2F3,E2F transcription factor 3
7966517,1,0.8040771,-0.248742,-5.386,-0.01119721,HECTD4,HECT domain E3 ubiquitin protein ligase 4
8055130,1,0.804088,-0.2487279,-5.386,-0.00782542,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
8042195,1,0.8041278,0.2486762,-5.386,0.01481123,AHSA2,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)"
7919872,1,0.8041873,-0.2485992,-5.386,-0.01601897,FAM63A,family with sequence similarity 63 member A
7989975,1,0.8041912,0.2485941,-5.386,0.0220612,CLN6,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
8048370,1,0.8042392,-0.2485319,-5.386,-0.01761754,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
8095412,1,0.8043342,-0.2484087,-5.386,-0.03195767,CSN1S1,casein alpha s1
8166098,1,0.8043344,-0.2484084,-5.386,-0.02006477,RAB9A,"RAB9A, member RAS oncogene family"
7981460,1,0.8043488,0.2483897,-5.386,0.00970445,PPP1R13B,protein phosphatase 1 regulatory subunit 13B
7901867,1,0.8043605,-0.2483747,-5.386,-0.01682931,USP1,ubiquitin specific peptidase 1
8116910,1,0.8044163,-0.2483023,-5.386,-0.01226823,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1
7925747,1,0.8044439,-0.2482665,-5.386,-0.03533595,OR2T5///OR2T29,olfactory receptor family 2 subfamily T member 5///olfactory receptor family 2 subfamily T member 29
8023481,1,0.8044857,-0.2482123,-5.386,-0.01484055,NARS,asparaginyl-tRNA synthetase
8151254,1,0.8045109,-0.2481797,-5.386,-0.01630171,NCOA2,nuclear receptor coactivator 2
7996563,1,0.8045658,0.2481085,-5.386,0.00940521,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2
7952309,1,0.8045821,0.2480874,-5.386,0.01843922,BLID,"BH3-like motif containing, cell death inducer"
7970546,1,0.8045903,-0.2480768,-5.386,-0.01887275,MICU2,mitochondrial calcium uptake 2
8024358,1,0.8046169,0.2480422,-5.386,0.01529256,CSNK1G2,casein kinase 1 gamma 2
8127051,1,0.8046236,0.2480336,-5.386,0.01512075,TRAM2,translocation associated membrane protein 2
8104220,1,0.8046298,0.2480256,-5.386,0.00637744,CEP72,centrosomal protein 72
7967072,1,0.8046646,0.2479805,-5.386,0.01596196,COQ5,"coenzyme Q5, methyltransferase"
8089568,1,0.8046879,0.2479503,-5.386,0.01814045,CD200R1,CD200 receptor 1
8173629,1,0.8047094,-0.2479224,-5.386,-0.02120804,ABCB7,ATP binding cassette subfamily B member 7
7968132,1,0.8047185,-0.2479105,-5.386,-0.01901841,NUP58,nucleoporin 58
8025973,1,0.8047301,0.2478956,-5.386,0.01349342,ZNF700,zinc finger protein 700
7951224,1,0.8047669,0.2478478,-5.386,0.01529065,MMP20,matrix metallopeptidase 20
8154295,1,0.8048169,0.247783,-5.386,0.01826319,IL33,interleukin 33
7991173,1,0.804846,0.2477453,-5.386,0.01170225,KLHL25,kelch like family member 25
7977771,1,0.8049939,0.2475537,-5.386,0.01808796,OR10G2,olfactory receptor family 10 subfamily G member 2
7952673,1,0.8050265,0.2475115,-5.386,0.02133917,FLJ45950,FLJ45950 protein
7998119,1,0.8050296,0.2475074,-5.386,0.01048546,LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene
7980316,1,0.8050689,-0.2474565,-5.386,-0.01042524,TGFB3,transforming growth factor beta 3
7944882,1,0.8050876,0.2474322,-5.386,0.00817951,ROBO3,roundabout guidance receptor 3
8036406,1,0.8050905,-0.2474285,-5.386,-0.00980251,ZNF571,zinc finger protein 571
7946061,1,0.805151,-0.2473501,-5.386,-0.01570253,HBE1,hemoglobin subunit epsilon 1
8097288,1,0.8051724,-0.2473223,-5.386,-0.01563771,FAT4,FAT atypical cadherin 4
7918936,1,0.8052395,0.2472354,-5.386,0.01642657,VTCN1,V-set domain containing T cell activation inhibitor 1
7931832,1,0.8052853,-0.247176,-5.386,-0.02573735,AKR1C2,"aldo-keto reductase family 1, member C2"
8034313,1,0.8052897,-0.2471703,-5.386,-0.00977999,HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 pseudogene 6///heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 27///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1
7977058,1,0.80531,0.247144,-5.386,0.01966465,EIF5,eukaryotic translation initiation factor 5
8146480,1,0.805392,0.2470378,-5.386,0.02491162,,
8147548,1,0.8054134,0.2470101,-5.386,0.00838868,POP1,"POP1 homolog, ribonuclease P/MRP subunit"
7955277,1,0.8054383,0.2469778,-5.386,0.01126465,TMBIM6,transmembrane BAX inhibitor motif containing 6
8035477,1,0.8054487,0.2469643,-5.386,0.01140439,ELL,elongation factor for RNA polymerase II
8105328,1,0.8054819,-0.2469213,-5.386,-0.01222968,SNX18,sorting nexin 18
8100853,1,0.805505,-0.2468914,-5.386,-0.02247317,GC,"GC, vitamin D binding protein"
8060611,1,0.8055273,0.2468625,-5.386,0.01228317,ITPA,inosine triphosphatase
7911252,1,0.8055798,-0.2467945,-5.386,-0.03100054,OR2L2,olfactory receptor family 2 subfamily L member 2
7985983,1,0.8056043,-0.2467626,-5.386,-0.01528778,NGRN,"neugrin, neurite outgrowth associated"
8134470,1,0.8056184,-0.2467444,-5.386,-0.01301842,TRRAP,transformation/transcription domain associated protein
8105935,1,0.8056186,0.2467442,-5.386,0.03079239,LOC441081,POM121 membrane glycoprotein (rat) pseudogene
8124865,1,0.8057589,0.2465624,-5.386,0.0115369,PSORS1C2///PSORS1C1///CDSN,psoriasis susceptibility 1 candidate 2///psoriasis susceptibility 1 candidate 1///corneodesmosin
8157516,1,0.8057639,-0.2465559,-5.386,-0.01332738,TRIM32,tripartite motif containing 32
7969979,1,0.8058045,-0.2465033,-5.386,-0.01176063,ABHD13,abhydrolase domain containing 13
8006762,1,0.8059281,0.2463431,-5.386,0.02130952,MRPL45,mitochondrial ribosomal protein L45
8136973,1,0.8059491,0.246316,-5.386,0.02212328,OR2A2,olfactory receptor family 2 subfamily A member 2
7912136,1,0.8059571,0.2463056,-5.386,0.04879771,UTS2,urotensin 2
7969569,1,0.806127,-0.2460854,-5.386,-0.00963296,SLITRK5,SLIT and NTRK like family member 5
8058221,1,0.8061534,-0.2460513,-5.386,-0.01542644,TRAK2,trafficking kinesin protein 2
7956166,1,0.806249,-0.2459275,-5.386,-0.02015268,ESYT1,extended synaptotagmin 1
7937079,1,0.8063022,-0.2458585,-5.386,-0.01759524,BNIP3,BCL2 interacting protein 3
8106573,1,0.8063475,-0.2457999,-5.386,-0.00987686,THBS4,thrombospondin 4
8080084,1,0.8063562,-0.2457886,-5.386,-0.00753718,MANF,mesencephalic astrocyte derived neurotrophic factor
8050591,1,0.806415,-0.2457124,-5.386,-0.00793901,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2
8090678,1,0.8064167,-0.2457101,-5.386,-0.01269355,MRPL3,mitochondrial ribosomal protein L3
8011817,1,0.8064269,0.2456969,-5.386,0.01705261,ZNF232,zinc finger protein 232
8111203,1,0.8064334,0.2456885,-5.386,0.01360456,LOC285696,uncharacterized LOC285696
8101862,1,0.8064628,0.2456504,-5.386,0.02175575,ADH6,alcohol dehydrogenase 6 (class V)
8140869,1,0.8064797,-0.2456286,-5.386,-0.01783781,LRRD1,leucine rich repeats and death domain containing 1
7933855,1,0.8064854,-0.2456211,-5.386,-0.01168598,RTKN2,rhotekin 2
8029642,1,0.8065015,-0.2456004,-5.386,-0.01238992,MARK4,microtubule affinity regulating kinase 4
8129254,1,0.8065016,0.2456003,-5.386,0.01636371,MAN1A1,mannosidase alpha class 1A member 1
8002303,1,0.8065406,0.2455497,-5.386,0.01291277,NQO1,NAD(P)H quinone dehydrogenase 1
8136930,1,0.8066853,-0.2453622,-5.386,-0.02066831,TAS2R60,taste 2 receptor member 60
8124495,1,0.8067095,-0.2453309,-5.386,-0.0130195,POM121L2,POM121 transmembrane nucleoporin like 2
8063607,1,0.8068464,0.2451535,-5.387,0.01061171,RAB22A,"RAB22A, member RAS oncogene family"
8025888,1,0.8068558,0.2451414,-5.387,0.00762546,SWSAP1,SWIM-type zinc finger 7 associated protein 1
7924096,1,0.8068717,0.2451208,-5.387,0.01643373,NEK2,NIMA related kinase 2
7946292,1,0.8070097,0.2449421,-5.387,0.01102629,CYB5R2,cytochrome b5 reductase 2
8170393,1,0.8070422,0.2449001,-5.387,0.01003485,CXorf40A,chromosome X open reading frame 40A
7969544,1,0.8070501,0.2448898,-5.387,0.00921573,NDFIP2,Nedd4 family interacting protein 2
7953844,1,0.8070637,0.2448721,-5.387,0.0122748,LOC642846///DDX12P///DDX11,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H-box helicase 12, pseudogene///DEAD/H-box helicase 11"
8168028,1,0.8070926,0.2448347,-5.387,0.00872307,STARD8,StAR related lipid transfer domain containing 8
8068974,1,0.8070964,-0.2448297,-5.387,-0.01258261,TRAPPC10,trafficking protein particle complex 10
7955170,1,0.8071507,0.2447595,-5.387,0.00980879,WNT1,Wnt family member 1
7965979,1,0.8071622,-0.2447446,-5.387,-0.01356459,ALDH1L2,aldehyde dehydrogenase 1 family member L2
8095402,1,0.8073534,-0.244497,-5.387,-0.03273428,UGT2A3,UDP glucuronosyltransferase family 2 member A3
8102263,1,0.8073867,0.2444538,-5.387,0.02071651,COL25A1,collagen type XXV alpha 1 chain
8144874,1,0.8074012,0.2444351,-5.387,0.01526752,NSAP11,nervous system abundant protein 11
7917976,1,0.8074076,0.2444268,-5.387,0.02062813,SASS6,SAS-6 centriolar assembly protein
7981777,1,0.8074452,0.2443781,-5.387,0.02101189,LOC400968,uncharacterized LOC400968
7957032,1,0.8074474,-0.2443752,-5.387,-0.02089614,YEATS4,YEATS domain containing 4
8001133,1,0.8075223,0.2442783,-5.387,0.01349546,SHCBP1,SHC binding and spindle associated 1
7939900,1,0.8075865,-0.2441951,-5.387,-0.03478113,OR4C13,olfactory receptor family 4 subfamily C member 13
8093756,1,0.8078046,0.2439128,-5.387,0.01053645,MSANTD1,Myb/SANT DNA binding domain containing 1
8121461,1,0.8078142,0.2439002,-5.387,0.01070984,CDC40,cell division cycle 40
7949046,1,0.8078798,0.2438153,-5.387,0.00776324,TRPT1,tRNA phosphotransferase 1
8148982,1,0.8079107,-0.2437753,-5.387,-0.0170788,LOC105377774,uncharacterized LOC105377774
8045425,1,0.8079123,-0.2437732,-5.387,-0.01406344,R3HDM1,R3H domain containing 1
8032670,1,0.8079489,0.2437259,-5.387,0.01299078,APBA3,amyloid beta precursor protein binding family A member 3
8038913,1,0.8080181,0.2436362,-5.387,0.01492235,ZNF649,zinc finger protein 649
7961243,1,0.8080548,0.2435888,-5.387,0.0305438,TAS2R8,taste 2 receptor member 8
8122865,1,0.8081713,-0.2434379,-5.387,-0.01976204,VIP,vasoactive intestinal peptide
8108447,1,0.8082393,0.2433499,-5.387,0.01006008,CXXC5,CXXC finger protein 5
8166104,1,0.8082413,0.2433474,-5.387,0.01763147,OFD1,"OFD1, centriole and centriolar satellite protein"
8036436,1,0.8082859,0.2432895,-5.387,0.00901903,ZNF607,zinc finger protein 607
8087254,1,0.8082967,0.2432756,-5.387,0.01587686,IMPDH2,inosine monophosphate dehydrogenase 2
8042468,1,0.8083102,-0.2432581,-5.387,-0.02025697,ANXA4,annexin A4
8150089,1,0.8083217,-0.2432432,-5.387,-0.01053244,SARAF,store-operated calcium entry associated regulatory factor
8117402,1,0.8083372,-0.2432232,-5.387,-0.01845501,HIST1H4E,"histone cluster 1, H4e"
8087405,1,0.8083689,-0.2431822,-5.387,-0.00800675,GPX1,glutathione peroxidase 1
7950321,1,0.808395,0.2431483,-5.387,0.00732604,UCP3,uncoupling protein 3
7930320,1,0.8084121,0.2431262,-5.387,0.00923713,CFAP58,cilia and flagella associated protein 58
8091255,1,0.8084533,-0.2430729,-5.387,-0.01056503,PAQR9,progestin and adipoQ receptor family member 9
8010924,1,0.808639,0.2428325,-5.387,0.01501884,VPS53,"VPS53, GARP complex subunit"
7950471,1,0.8086466,-0.2428227,-5.387,-0.0224893,OR2AT4,olfactory receptor family 2 subfamily AT member 4
7975121,1,0.8086921,-0.2427638,-5.387,-0.01826348,CHURC1-FNTB///FNTB,"CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta"
8153328,1,0.8087561,-0.2426808,-5.387,-0.00854273,JRK,Jrk helix-turn-helix protein
8037755,1,0.808783,0.2426461,-5.387,0.01343439,IGFL3,IGF like family member 3
7920687,1,0.8087952,-0.2426303,-5.387,-0.01958973,GBAP1,glucosylceramidase beta pseudogene 1
8086981,1,0.8088715,0.2425316,-5.387,0.00937462,UCN2,urocortin 2
7935169,1,0.808872,-0.2425309,-5.387,-0.02207195,CYP2C8,cytochrome P450 family 2 subfamily C member 8
7963375,1,0.8088912,0.242506,-5.387,0.0134724,KRT84,keratin 84
8031837,1,0.8089175,0.242472,-5.387,0.01806265,ZNF587,zinc finger protein 587
7977775,1,0.8089318,0.2424535,-5.387,0.00990533,DAD1,defender against cell death 1
8023995,1,0.8089319,-0.2424533,-5.387,-0.00886052,FSTL3,follistatin like 3
8039010,1,0.8089463,-0.2424347,-5.387,-0.01187166,ZNF761///ZNF525///ZNF320///ZNF813///ZNF845///ZNF765///ZNF83///ZNF701///ZNF28,zinc finger protein 761///zinc finger protein 525///zinc finger protein 320///zinc finger protein 813///zinc finger protein 845///zinc finger protein 765///zinc finger protein 83///zinc finger protein 701///zinc finger protein 28
8146986,1,0.808991,0.2423769,-5.387,0.02841382,HNF4G,hepatocyte nuclear factor 4 gamma
7977767,1,0.8090512,0.242299,-5.387,0.01696598,OR10G3,olfactory receptor family 10 subfamily G member 3
7973185,1,0.8091049,0.2422295,-5.387,0.01151573,RPGRIP1,retinitis pigmentosa GTPase regulator interacting protein 1
7937287,1,0.8091135,0.2422182,-5.387,0.01583079,PSMD13,"proteasome 26S subunit, non-ATPase 13"
8180336,1,0.809117,0.2422137,-5.387,0.01645132,SLC35E2,solute carrier family 35 member E2
7977780,1,0.8091505,0.2421704,-5.387,0.01228792,,
7940000,1,0.8091889,0.2421206,-5.387,0.02932584,OR5AK2,olfactory receptor family 5 subfamily AK member 2
8108478,1,0.8092234,-0.2420761,-5.387,-0.01492831,CYSTM1,cysteine rich transmembrane module containing 1
7972981,1,0.8092459,-0.2420469,-5.387,-0.04877757,OR11H12///OR11H1,olfactory receptor family 11 subfamily H member 12///olfactory receptor family 11 subfamily H member 1
8074194,1,0.8092459,-0.2420469,-5.387,-0.04877757,OR11H12///OR11H1,olfactory receptor family 11 subfamily H member 12///olfactory receptor family 11 subfamily H member 1
7905147,1,0.8092512,0.2420401,-5.387,0.00803059,C1orf54,chromosome 1 open reading frame 54
8069494,1,0.8092951,-0.2419832,-5.387,-0.02304488,LOC441666,zinc finger protein 91 pseudogene
8020058,1,0.8093033,0.2419726,-5.387,0.02167412,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
7989770,1,0.8093065,0.2419685,-5.387,0.01023238,IGDCC3,immunoglobulin superfamily DCC subclass member 3
8077663,1,0.8093431,0.2419212,-5.387,0.0129544,JAGN1,jagunal homolog 1
7901691,1,0.8093724,0.2418832,-5.387,0.01092076,BSND,barttin CLCNK type accessory beta subunit
8014063,1,0.8094015,0.2418455,-5.387,0.00738615,EVI2B,ecotropic viral integration site 2B
7949808,1,0.8094032,0.2418433,-5.387,0.01344864,PITPNM1,phosphatidylinositol transfer protein membrane associated 1
8088560,1,0.8094242,0.2418162,-5.387,0.01599968,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
8139772,1,0.8094781,0.2417464,-5.387,0.01809051,ZNF479,zinc finger protein 479
7921110,1,0.8095173,-0.2416958,-5.387,-0.01497036,ISG20L2,interferon stimulated exonuclease gene 20 like 2
8151532,1,0.8095439,0.2416613,-5.387,0.02608535,FABP4,fatty acid binding protein 4
8118721,1,0.8096717,-0.2414959,-5.387,-0.01275309,ZBTB9,zinc finger and BTB domain containing 9
7911309,1,0.8096822,0.2414823,-5.387,0.00868289,LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene
8076754,1,0.8097785,0.2413577,-5.387,0.01081169,PKDREJ,polycystin (PKD) family receptor for egg jelly
8029530,1,0.8098873,-0.2412169,-5.387,-0.0104754,APOE,apolipoprotein E
7903393,1,0.8099168,-0.2411788,-5.387,-0.02007633,S1PR1,sphingosine-1-phosphate receptor 1
8069868,1,0.8100205,0.2410446,-5.387,0.01349046,KRTAP7-1,keratin associated protein 7-1 (gene/pseudogene)
8127872,1,0.8100245,0.2410394,-5.387,0.01784721,SNAP91,synaptosome associated protein 91
8124537,1,0.8100255,0.2410381,-5.387,0.01880432,HIST1H3J,"histone cluster 1, H3j"
8007435,1,0.8100443,-0.2410138,-5.387,-0.01192942,RUNDC1,RUN domain containing 1
8130116,1,0.8100677,-0.2409834,-5.387,-0.01231256,LATS1,large tumor suppressor kinase 1
8075956,1,0.8100952,-0.240948,-5.387,-0.0358252,LGALS2,galectin 2
8068136,1,0.8100971,-0.2409454,-5.387,-0.01678127,KRTAP13-4,keratin associated protein 13-4
8020919,1,0.8101122,-0.2409259,-5.387,-0.02090153,C18orf21,chromosome 18 open reading frame 21
7992737,1,0.8101753,0.2408442,-5.387,0.00745343,FLYWCH2,FLYWCH family member 2
7952953,1,0.810307,-0.2406739,-5.387,-0.01235001,WNK1,WNK lysine deficient protein kinase 1
7980923,1,0.8103252,-0.2406503,-5.387,-0.01685474,TRIP11,thyroid hormone receptor interactor 11
8094093,1,0.8103354,0.2406371,-5.387,0.00829763,GPR78,G protein-coupled receptor 78
8152988,1,0.8104368,0.2405059,-5.387,0.01536779,SLA,Src-like-adaptor
7939173,1,0.8104747,0.2404569,-5.387,0.00724694,DEPDC7,DEP domain containing 7
8088535,1,0.8105584,-0.2403487,-5.387,-0.01382116,PSMD6,"proteasome 26S subunit, non-ATPase 6"
8114977,1,0.8105988,0.2402964,-5.387,0.02317534,HTR4,5-hydroxytryptamine receptor 4
8021783,1,0.8106129,-0.2402781,-5.387,-0.00882255,ZNF236,zinc finger protein 236
8089185,1,0.810617,-0.2402728,-5.387,-0.01307376,IMPG2,interphotoreceptor matrix proteoglycan 2
7897522,1,0.8106628,0.2402136,-5.387,0.02647628,RBP7,retinol binding protein 7
8013191,1,0.8106741,0.240199,-5.388,0.01544225,FLII,"FLII, actin remodeling protein"
8025035,1,0.8106799,-0.2401914,-5.388,-0.01194069,ALKBH7,alkB homolog 7
8029385,1,0.8106807,-0.2401904,-5.388,-0.01092691,ZNF225,zinc finger protein 225
8014081,1,0.8107068,0.2401566,-5.388,0.01797806,UTP6,"UTP6, small subunit processome component"
7945620,1,0.81072,0.2401396,-5.388,0.01061179,TOLLIP,toll interacting protein
7943347,1,0.8107387,0.2401153,-5.388,0.01721382,ARHGAP42,Rho GTPase activating protein 42
8135204,1,0.8107838,-0.2400571,-5.388,-0.01250982,SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1,"speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1"
8105862,1,0.8107904,0.2400485,-5.388,0.00824097,CDK7,cyclin dependent kinase 7
8177462,1,0.8107904,0.2400485,-5.388,0.00824097,CDK7,cyclin dependent kinase 7
8001082,1,0.8108145,0.2400173,-5.388,0.01200048,SLC6A10PB///SLC6A10P///SLC6A8,"solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8"
8026300,1,0.8108334,0.2399929,-5.388,0.0121812,ADGRE5,adhesion G protein-coupled receptor E5
8142424,1,0.8108365,-0.2399889,-5.388,-0.01829292,GPR85,G protein-coupled receptor 85
8135931,1,0.8108434,0.2399799,-5.388,0.01210878,LINC01000///LINC00266-1,long intergenic non-protein coding RNA 1000///long intergenic non-protein coding RNA 266-1
8043791,1,0.8109061,0.2398989,-5.388,0.0120785,INPP4A,inositol polyphosphate-4-phosphatase type I A
8021001,1,0.810988,-0.2397929,-5.388,-0.00959628,KIAA1328,KIAA1328
8151369,1,0.810991,-0.239789,-5.388,-0.01003582,SBSPON,somatomedin B and thrombospondin type 1 domain containing
8118218,1,0.811016,0.2397566,-5.388,0.00928148,CSNK2B,casein kinase 2 beta
7998637,1,0.8110192,-0.2397526,-5.388,-0.01151884,MSRB1,methionine sulfoxide reductase B1
7916944,1,0.8110882,0.2396633,-5.388,0.01612555,PTGER3,prostaglandin E receptor 3
7915286,1,0.8110978,-0.2396508,-5.388,-0.01677418,PPT1,palmitoyl-protein thioesterase 1
7933582,1,0.8112007,-0.2395178,-5.388,-0.01274462,TIMM23B///TIMM23,translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23
8118634,1,0.8112134,0.2395013,-5.388,0.0131788,RING1,ring finger protein 1
7973008,1,0.8112608,-0.23944,-5.388,-0.04870379,OR4M1///OR4M2,olfactory receptor family 4 subfamily M member 1///olfactory receptor family 4 subfamily M member 2
8158269,1,0.8112808,0.2394141,-5.388,0.0076563,ODF2,outer dense fiber of sperm tails 2
7991927,1,0.8112969,-0.2393934,-5.388,-0.00820778,WFIKKN1,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
8074856,1,0.8113446,0.2393316,-5.388,0.01161827,PRAME,preferentially expressed antigen in melanoma
7900159,1,0.8113489,-0.2393261,-5.388,-0.01105604,DNALI1,dynein axonemal light intermediate chain 1
8007197,1,0.8113799,-0.239286,-5.388,-0.01378068,NKIRAS2,NFKB inhibitor interacting Ras like 2
8144931,1,0.8114754,-0.2391625,-5.388,-0.01060395,ATP6V1B2,ATPase H+ transporting V1 subunit B2
7962760,1,0.8114805,-0.239156,-5.388,-0.01867233,SENP1,SUMO1/sentrin specific peptidase 1
7990417,1,0.8115577,-0.239056,-5.388,-0.01282376,SCAMP2,secretory carrier membrane protein 2
7905395,1,0.8116396,-0.2389501,-5.388,-0.01455059,PSMB4,proteasome subunit beta 4
7936134,1,0.8116587,-0.2389254,-5.388,-0.01571137,OBFC1,oligonucleotide/oligosaccharide binding fold containing 1
8039491,1,0.8116672,0.2389145,-5.388,0.0090846,UBE2S,ubiquitin conjugating enzyme E2 S
8078619,1,0.8117283,0.2388354,-5.388,0.00799793,ITGA9,integrin subunit alpha 9
8158424,1,0.811747,0.2388113,-5.388,0.00793173,LRRC8A,leucine rich repeat containing 8 family member A
8136248,1,0.8118012,-0.2387411,-5.388,-0.01003639,MEST,mesoderm specific transcript
8033899,1,0.8118108,-0.2387287,-5.388,-0.0129275,EIF3G,eukaryotic translation initiation factor 3 subunit G
8094638,1,0.8118157,0.2387224,-5.388,0.01168855,WDR19,WD repeat domain 19
8150214,1,0.8118183,-0.2387191,-5.388,-0.01307702,LOC102723701,uncharacterized LOC102723701
8065344,1,0.8118267,-0.2387081,-5.388,-0.0081702,FOXA2,forkhead box A2
7926875,1,0.8118359,-0.2386963,-5.388,-0.00926922,BAMBI,BMP and activin membrane bound inhibitor
8060274,1,0.8120595,-0.2384071,-5.388,-0.00925568,THAP4,THAP domain containing 4
8077250,1,0.8120595,-0.2384071,-5.388,-0.00925568,THAP4,THAP domain containing 4
8117777,1,0.8121157,-0.2383345,-5.388,-0.004938,HLA-H///HLA-G///HLA-A///HLA-A,"major histocompatibility complex, class I, H (pseudogene)///major histocompatibility complex, class I, G///major histocompatibility complex, class I, A///major histocompatibility complex, class I, A"
8164572,1,0.8121551,0.2382835,-5.388,0.01577919,ASB6,ankyrin repeat and SOCS box containing 6
7938890,1,0.8122176,-0.2382027,-5.388,-0.01494246,PRMT3,protein arginine methyltransferase 3
7933379,1,0.812224,-0.2381944,-5.388,-0.0226776,PTPN20,"protein tyrosine phosphatase, non-receptor type 20"
8164077,1,0.8122637,0.2381431,-5.388,0.01059241,NR5A1,nuclear receptor subfamily 5 group A member 1
8076704,1,0.8123488,0.2380331,-5.388,0.01548489,SMC1B,structural maintenance of chromosomes 1B
7947322,1,0.8123728,0.238002,-5.388,0.01960311,DCDC1,doublecortin domain containing 1
7941976,1,0.8123937,0.2379751,-5.388,0.01125307,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8
7974835,1,0.8124217,0.2379388,-5.388,0.01742286,PRKCH,protein kinase C eta
7928994,1,0.8125189,-0.2378132,-5.388,-0.02504462,LIPK,lipase family member K
8038556,1,0.8125424,-0.2377827,-5.388,-0.01032658,NAPSA,napsin A aspartic peptidase
7901748,1,0.8125902,-0.237721,-5.388,-0.00851033,FGGY,FGGY carbohydrate kinase domain containing
7980983,1,0.8126434,-0.2376522,-5.388,-0.01041291,MOAP1,modulator of apoptosis 1
8129363,1,0.8126693,-0.2376187,-5.388,-0.01888954,HDDC2///HDDC2,HD domain containing 2///HD domain containing 2
8100557,1,0.8126934,-0.2375875,-5.388,-0.02943469,TECRL,"trans-2,3-enoyl-CoA reductase-like"
8004175,1,0.8127413,-0.2375257,-5.388,-0.01427893,TXNDC17///TXNDC17,thioredoxin domain containing 17///thioredoxin domain containing 17
8027018,1,0.8127769,-0.2374796,-5.388,-0.01146687,KXD1,KxDL motif containing 1
8117714,1,0.8128491,-0.2373862,-5.388,-0.04472787,OR2J3///OR2J2,olfactory receptor family 2 subfamily J member 3///olfactory receptor family 2 subfamily J member 2
